repo_id,repo_name,organization,category,subcategory,popularity_tier,stars,forks,watchers,open_issues,closed_issues,open_pull_requests,merged_pull_requests,contributors_count,total_commits,primary_language,secondary_languages,framework_dependency,license_type,first_commit_date,last_commit_date,repo_age_days,is_actively_maintained,monthly_downloads,monthly_active_users,release_count,avg_issue_response_hours,code_size_kb,has_documentation,has_ci_cd,has_docker_support,has_unit_tests,has_changelog,has_arxiv_paper,has_live_demo,has_api,has_cli,has_gui,readme_quality,community_sentiment_score,package_manager,minimum_python_version,hardware_requirement,cloud_integration,repo_health_score
R00291,super-train,indie-dev-76,MLOps & Infrastructure,Data Versioning,new,19,1,0,10,111,4,61,1,44,Python,None,TinyGrad,AGPL-3.0,2019-03-30,2023-07-09,1562,False,44,37,32,168.2,2300,True,True,False,True,True,False,False,False,False,False,Good,0.478,conda,3.11+,CPU,Azure,54.3
R00292,YUYQ,indie-dev-72,Audio & Speech,Audio Classification,new,21,3,0,10,95,5,124,1,20,Python,None,None/Custom,Apache-2.0,2020-03-16,2022-04-18,763,False,55,17,2,291.9,269,False,False,False,False,False,False,False,True,True,False,Good,0.347,docker-only,3.10+,CUDA GPU,Together AI,10.7
R00293,super-text,indie-dev-72,Reinforcement Learning,Environments & Simulators,niche,271,47,19,1,14,1,17,2,22,Rust,Java|Kotlin|Swift,TensorFlow,Apache-2.0,2018-12-11,2021-08-09,972,False,621,80,6,67.1,242,False,True,False,True,False,False,False,True,False,False,Average,0.661,docker-only,N/A,CPU+GPU,Multi-cloud,34.6
R00294,auto-audio,indie-dev-79,Audio & Speech,Speech Recognition,new,18,3,0,6,85,5,67,1,10,Python,Mojo|Julia|Go,None/Custom,Custom,2017-03-31,2021-01-26,1397,False,53,48,46,195.9,331,False,True,True,False,False,False,False,False,False,False,Excellent,0.556,npm,3.12+,Multi-GPU,Replicate,34.5
R00295,netstack76,startup-4,Generative AI,3D Generation,moderate,1427,150,18,5,11,7,172,6,46,Python,Kotlin,None/Custom,BSD-3-Clause,2024-02-18,2025-07-04,502,False,3648,309,1,268.3,275,True,True,False,True,False,True,False,True,False,False,Good,0.885,pip+conda,3.11+,TPU,Together AI,41.1
R00296,lite-grad-ai,ibm-research,Graph & Geometric ML,Graph Neural Networks,new,13,4,0,12,173,3,25,1,12,Python,Kotlin|Go|Swift,PyTorch,GPL-3.0,2016-09-21,2020-07-04,1382,False,7,28,10,227.3,75,False,True,True,False,True,False,False,True,True,False,Good,0.341,docker-only,3.9+,CUDA GPU,Together AI,27.0
R00297,quick-llm-lib42,01-ai,Data Engineering,Data Cleaning,moderate,1857,337,84,15,218,2,57,4,30,Python,Kotlin,Triton,LGPL-3.0,2016-03-29,2017-10-08,558,False,12371,1699,5,66.3,515,True,True,False,False,False,False,False,False,False,False,Good,0.669,brew,3.9+,CPU,GCP,37.2
R00298,optrs,research-lab-5,Generative AI,VAEs,niche,142,38,11,0,0,3,88,1,10,Python,Julia,ONNX,Proprietary,2024-11-10,2025-08-18,281,True,991,128,3,179.0,670,True,False,False,True,False,False,False,True,False,False,Good,0.492,conda,3.9+,Multi-GPU,Replicate,37.6
R00299,mini-serve,indie-dev-77,Reinforcement Learning,Reward Modeling,niche,307,71,11,4,27,0,0,1,10,C,None,None/Custom,MIT,2018-04-10,2025-10-15,2745,True,136,10,69,31.9,1812,True,False,False,False,True,True,False,True,False,False,Average,0.638,pip,N/A,TPU,GCP,49.4
R00300,promptforge,indie-dev-41,Data Engineering,Data Augmentation,moderate,1767,226,18,82,638,3,79,2,33,Python,None,PyTorch,BSD-3-Clause,2015-06-04,2015-08-16,73,False,8493,250,1,285.0,3542,True,True,True,False,False,False,False,True,True,False,Average,0.813,conda,3.10+,CUDA GPU,Together AI,33.3
R00301,servex,THUDM,Natural Language Processing,Question Answering,moderate,1686,283,119,13,189,1,18,4,94,Python,None,MLX,Apache-2.0,2019-12-10,2024-01-14,1496,False,2785,296,9,268.7,75,True,True,False,False,False,False,True,False,False,False,Excellent,0.537,cargo,3.9+,TPU,Hugging Face,39.9
R00302,pipe-x,stability-ai,Natural Language Processing,Tokenization,moderate,779,83,24,10,77,1,11,3,43,Go,None,PyTorch,Proprietary,2015-03-01,2019-01-09,1410,False,2446,257,39,245.7,684,True,False,False,False,True,False,False,True,False,False,Poor,0.629,pip+conda,N/A,TPU,GCP,35.7
R00303,graph-hub,mosaicml,Audio & Speech,Music Generation,popular,15000,1699,1033,129,482,22,451,121,745,C++,Swift,PyTorch,BSD-3-Clause,2015-03-03,2019-10-05,1677,False,14679,1266,12,138.8,204,True,True,True,False,True,False,True,False,False,False,Poor,0.618,npm,N/A,AMD ROCm,None,66.9
R00304,pro-search,startup-17,Data Engineering,Dataset Management,niche,186,29,6,3,8,2,25,1,10,Python,None,None/Custom,Custom,2022-10-12,2023-08-10,302,False,583,69,3,70.2,567,False,True,True,False,False,False,False,False,False,True,Excellent,0.929,docker-only,3.8+,CPU+GPU,Multi-cloud,20.0
R00305,tensorwave,ibm-research,Computer Vision,Object Detection,moderate,1152,78,68,27,322,1,12,5,70,Python,R,PyTorch,Proprietary,2019-03-15,2024-11-15,2072,False,1905,138,40,263.5,1864,False,False,False,True,False,False,False,False,False,False,Good,0.883,source-only,3.9+,CPU,Hugging Face,37.0
R00306,graph-box,startup-25,Natural Language Processing,Named Entity Recognition,new,47,4,2,12,98,4,53,1,20,Python,C++,Flax,MIT,2022-09-16,2024-01-14,485,False,361,32,6,184.9,7696,True,False,True,True,True,False,False,False,True,True,Average,0.107,cargo,3.9+,Apple Silicon,Multi-cloud,33.6
R00307,flowwave,indie-dev-13,MLOps & Infrastructure,Pipeline Orchestration,moderate,1692,340,55,22,74,4,97,6,32,R,Rust|Julia,TensorFlow,MIT,2021-06-19,2024-01-23,948,False,9170,238,19,236.1,853,True,True,False,False,False,False,True,True,False,False,Poor,0.999,npm,N/A,AMD ROCm,Together AI,45.9
R00308,agent-ops,indie-dev-56,AI Safety & Interpretability,Adversarial Robustness,niche,407,84,5,1,9,0,0,1,17,Rust,TypeScript|Lua,TensorFlow,MIT,2018-03-06,2022-06-19,1566,False,3300,108,18,232.1,1771,True,True,False,False,False,False,False,False,False,False,Average,0.575,conda,N/A,AMD ROCm,Replicate,43.4
R00309,next-model,deepseek-ai,Data Engineering,ETL for ML,niche,266,82,18,1,5,0,0,1,16,Python,Java|C|Lua,TensorFlow,BSD-3-Clause,2017-03-06,2025-10-15,3145,True,923,117,24,38.3,750,False,False,False,False,False,True,False,False,False,False,Average,0.585,brew,3.12+,Apple Silicon,Azure,39.0
R00310,mini-opt-craft,aws,Large Language Models,Foundation Models,niche,401,61,32,8,102,1,29,1,10,C++,None,TensorFlow,GPL-3.0,2023-08-24,2023-12-26,124,False,1958,197,1,287.1,175,False,True,True,False,False,True,False,False,False,False,Good,0.639,conda,N/A,TPU,GCP,20.9
R00311,EIXG,indie-dev-18,Data Engineering,Dataset Management,moderate,1700,506,100,8,112,0,0,4,57,Go,Zig,None/Custom,Apache-2.0,2015-01-27,2017-01-15,719,False,6628,127,7,63.4,659,False,False,True,True,False,False,False,False,False,False,Good,0.391,npm,N/A,CPU,Multi-cloud,28.4
R00312,neo-eval-core,startup-42,Graph & Geometric ML,Graph Neural Networks,niche,240,59,14,3,7,0,0,1,10,Python,Julia,PyTorch,MIT,2022-02-19,2023-02-24,370,False,121,2,7,55.1,943,True,True,False,True,False,False,False,False,True,False,Average,0.65,docker-only,3.12+,TPU,Modal,42.8
R00313,embedwave,indie-dev-34,Data Engineering,Synthetic Data,new,13,4,0,10,33,1,27,1,17,C,None,TensorFlow,MIT,2022-08-24,2024-08-25,732,False,67,22,2,236.1,200,False,False,True,False,False,False,False,True,True,False,Missing,0.324,cargo,N/A,CPU+GPU,Hugging Face,9.3
R00314,labspark,indie-dev-45,AI Safety & Interpretability,Guardrails,niche,286,64,6,3,38,0,0,1,11,Python,None,Triton,Apache-2.0,2022-05-28,2023-07-16,414,False,944,117,2,124.9,100,False,False,False,False,False,False,False,False,False,False,Poor,0.487,pip+conda,3.8+,TPU,None,11.4
R00315,WEQ,mistralai,Graph & Geometric ML,Geometric Deep Learning,viral,87965,23800,4732,419,2757,241,1964,1528,31319,TypeScript,C|Swift|C++,MLX,Proprietary,2016-06-07,2022-02-05,2069,False,387080,50399,24,112.3,795,True,True,True,True,False,False,True,False,True,False,Good,0.768,docker-only,N/A,TPU,Multi-cloud,83.7
R00316,multi-merge-spark,indie-dev-76,Computer Vision,Image Generation,niche,459,130,27,8,48,0,0,3,58,Python,None,Flax,Proprietary,2022-02-08,2024-12-11,1037,False,1490,49,6,133.4,971,False,False,False,True,False,False,False,False,False,False,Poor,0.715,conda,3.10+,CUDA GPU,None,24.3
R00317,auto-text,research-lab-11,Audio & Speech,Speaker Diarization,new,13,1,0,3,41,4,34,1,39,Python,None,Triton,GPL-3.0,2017-02-09,2025-07-16,3079,False,11,0,45,235.5,173,True,False,True,True,False,False,False,False,True,False,Average,0.793,pip,3.11+,CPU,Together AI,44.4
R00318,searchkit,indie-dev-67,Reinforcement Learning,Robotics Control,moderate,2171,400,83,7,97,5,58,5,33,Python,R|Zig|Lua,PyTorch,Apache-2.0,2022-08-17,2025-04-06,963,False,12991,436,10,191.9,899,False,False,True,False,False,False,False,True,False,True,Poor,0.743,cargo,3.9+,CUDA GPU,AWS,21.7
R00319,quant-ops,startup-37,Reinforcement Learning,Reward Modeling,moderate,2037,216,63,15,55,4,84,8,69,Python,Swift|Java|Kotlin,TensorFlow,Apache-2.0,2016-10-14,2017-02-09,118,False,3752,382,4,287.5,822,True,False,True,False,False,True,False,False,False,False,Average,0.875,npm,3.9+,TPU,Modal,25.7
R00320,codekit,startup-25,MLOps & Infrastructure,Data Versioning,moderate,3000,185,125,42,452,3,88,17,449,TypeScript,Mojo|Scala|Rust,ONNX,Custom,2023-05-24,2024-01-09,230,False,18909,472,2,122.1,555,True,False,False,False,False,True,False,True,True,False,Average,0.949,pip+conda,N/A,AMD ROCm,Azure,28.3
R00321,tensorml,indie-dev-41,Computer Vision,Video Analysis,niche,159,28,5,1,5,5,139,1,21,Rust,Kotlin|Zig|Lua,CUDA,BSD-3-Clause,2020-06-24,2022-04-04,649,False,450,44,12,104.0,2848,True,True,False,True,False,False,True,True,True,False,Poor,0.506,pip,N/A,CUDA GPU,Modal,47.8
R00322,cross-data-craft,indie-dev-63,Large Language Models,Evaluation & Benchmarks,moderate,1411,346,54,16,35,2,50,11,96,Python,C++|Lua,MLX,AGPL-3.0,2022-03-25,2024-09-28,918,False,6535,979,6,119.2,652,True,False,True,False,False,False,False,False,False,False,Average,0.732,conda,3.9+,CPU,Azure,25.3
R00323,FAROZ,databricks,Audio & Speech,Speech Recognition,new,44,3,3,6,33,5,126,1,10,Python,C++,CUDA,Apache-2.0,2016-06-11,2022-12-22,2385,False,97,23,23,115.5,121,False,True,False,False,False,True,False,False,True,False,Excellent,0.864,source-only,3.10+,TPU,Together AI,33.6
R00324,WDV,cohere-ai,Natural Language Processing,Named Entity Recognition,moderate,1528,102,28,16,135,2,45,6,139,Python,None,Triton,GPL-3.0,2017-02-09,2018-10-12,610,False,15114,1699,3,133.5,239,True,True,True,False,True,True,False,False,False,True,Good,0.749,cargo,3.9+,TPU,GCP,34.8
R00325,meta-pipe-studio,research-lab-14,Graph & Geometric ML,Geometric Deep Learning,moderate,1852,356,124,14,136,3,60,9,308,Go,Kotlin|Python,Triton,MIT,2016-11-02,2021-08-17,1749,False,14187,1393,16,97.3,330,True,True,False,False,False,True,False,False,True,False,Good,0.793,pip+conda,N/A,CPU,Multi-cloud,45.7
R00326,datahub,startup-6,Large Language Models,Agents & Tool Use,moderate,1232,248,26,25,297,2,32,15,191,Rust,None,PyTorch,Apache-2.0,2024-10-26,2025-04-30,186,False,2711,223,1,166.6,290,False,True,True,True,True,True,False,True,False,False,Average,0.979,pip+conda,N/A,AMD ROCm,Modal,33.9
R00327,IAV,THUDM,Generative AI,Creative AI,niche,359,81,8,1,12,0,0,1,22,Python,Rust|Lua,ONNX,Apache-2.0,2022-05-17,2023-03-01,288,False,628,65,0,119.6,936,False,False,False,False,False,False,False,True,False,False,Average,0.537,docker-only,3.9+,CPU+GPU,GCP,10.0
R00328,smart-search-x,startup-6,Computer Vision,Image Segmentation,moderate,1745,341,86,13,125,1,16,10,428,Python,Julia|C|Swift,Keras,MIT,2017-09-10,2018-10-28,413,False,5057,224,6,148.4,528,False,False,False,True,False,False,False,False,True,True,Good,0.814,pip+conda,3.8+,CPU+GPU,Together AI,28.0
R00329,mini-distill-spark,research-lab-15,Graph & Geometric ML,Graph Neural Networks,niche,178,28,3,7,84,5,52,1,10,C,None,MLX,MIT,2020-01-12,2022-01-01,720,False,386,53,5,94.1,3688,True,True,False,True,False,False,False,True,False,False,Poor,0.592,conda,N/A,CPU+GPU,None,43.4
R00330,simple-code-cpp,startup-8,MLOps & Infrastructure,Experiment Tracking,new,25,6,0,12,174,1,9,1,16,C,None,Triton,Apache-2.0,2022-01-29,2025-05-07,1194,False,21,2,23,242.2,1203,False,False,False,True,True,False,False,True,True,False,Good,0.707,conda,N/A,CPU,Replicate,34.5
R00331,pipex,THUDM,Generative AI,Code Generation,new,46,3,1,15,163,0,0,3,29,Python,None,PyTorch,Apache-2.0,2019-08-10,2021-01-28,537,False,62,19,2,104.5,280,True,False,False,True,False,False,False,True,False,True,Poor,0.483,conda,3.9+,Multi-GPU,Multi-cloud,31.0
R00332,fast-train-ops,indie-dev-24,Data Engineering,Dataset Management,moderate,1928,100,111,26,260,2,12,7,123,C++,None,Triton,Custom,2015-05-10,2017-03-26,686,False,1295,79,11,271.4,1000,True,True,False,False,True,False,False,True,False,False,Poor,0.807,conda,N/A,CUDA GPU,GCP,41.9
R00333,super-infer,meta-llama,Audio & Speech,Voice Cloning,niche,261,73,11,3,39,0,0,1,20,Python,None,PyTorch,Custom,2023-08-10,2025-08-09,730,True,888,80,12,9.4,571,False,True,True,False,False,False,False,False,True,False,Poor,0.871,pip+conda,3.9+,Multi-GPU,Multi-cloud,43.9
R00334,datastack,replicate,Graph & Geometric ML,Knowledge Graphs,viral,83040,17654,3501,850,10154,450,7709,220,3296,Rust,TypeScript,TensorFlow,MIT,2024-08-02,2025-06-30,332,False,374152,12771,4,103.9,1578,True,True,True,True,False,False,False,False,False,False,Good,0.601,pip+conda,N/A,CPU,AWS,72.2
R00335,auto-chat-studio,startup-2,Reinforcement Learning,Multi-Agent Systems,niche,278,35,18,1,9,1,18,1,16,Python,Rust,PyTorch,BSD-3-Clause,2019-09-09,2022-07-16,1041,False,707,91,10,111.1,306,True,True,False,True,True,False,False,True,True,True,Average,0.64,source-only,3.9+,CPU+GPU,Hugging Face,47.2
R00336,uni-grad-stack,indie-dev-0,Graph & Geometric ML,Point Cloud Processing,niche,309,48,20,5,66,0,0,2,14,Python,TypeScript,ONNX,GPL-3.0,2022-04-17,2023-12-03,595,False,1203,33,3,280.2,369,True,False,False,False,True,False,True,False,False,False,Good,0.874,npm,3.9+,CPU+GPU,AWS,22.4
R00337,pipe-flow,indie-dev-4,Generative AI,Creative AI,popular,12377,2498,829,128,911,34,890,63,1470,R,None,TensorFlow,BSD-3-Clause,2024-11-01,2025-09-13,316,True,1404,110,4,12.5,709,False,True,True,False,True,True,False,False,True,True,Average,0.466,cargo,N/A,CPU+GPU,Replicate,63.1
R00338,rlstack,indie-dev-52,Computer Vision,Image Generation,niche,185,41,4,1,5,3,86,1,35,Rust,Julia|Go|TypeScript,PyTorch,GPL-3.0,2023-06-02,2024-12-04,551,False,407,21,2,155.9,896,False,True,False,False,False,False,False,False,True,False,Excellent,0.428,pip,N/A,CUDA GPU,Together AI,20.3
R00339,code-ml,salesforce-research,Large Language Models,Prompt Engineering,niche,203,68,7,1,7,0,0,1,10,C++,C,PyTorch,GPL-3.0,2018-01-12,2018-09-10,241,False,1169,15,2,343.0,1239,False,False,False,False,False,True,True,False,True,False,Average,0.433,source-only,N/A,CPU,Multi-cloud,10.8
R00340,hyper-agent-ai,startup-42,Generative AI,Creative AI,moderate,1518,474,52,34,468,2,34,10,85,Python,None,TensorFlow,BSD-3-Clause,2023-09-23,2025-06-11,627,False,3789,81,8,162.8,553,False,False,False,False,False,False,False,False,False,False,Good,0.84,source-only,3.11+,Multi-GPU,Azure,19.4
R00341,safe-lib23,indie-dev-65,MLOps & Infrastructure,GPU Management,moderate,2617,907,74,28,97,7,124,36,430,C++,TypeScript,Keras,BSD-3-Clause,2023-03-07,2023-10-07,214,False,14590,758,1,132.9,2529,True,True,False,False,False,False,False,True,False,True,Excellent,0.622,pip,N/A,TPU,GCP,37.3
R00342,poly-gpt,startup-17,Large Language Models,Quantization,niche,254,83,13,6,40,0,0,1,13,Python,None,PyTorch,Proprietary,2015-12-09,2019-01-08,1126,False,1230,96,13,219.1,2064,False,True,False,True,False,True,False,False,False,False,Good,1.0,pip,3.9+,CUDA GPU,Together AI,39.1
R00343,meta-rl-hub,apache,Natural Language Processing,Text Generation,popular,6864,2064,143,38,259,13,197,47,376,Python,None,TensorFlow,MIT,2021-02-08,2022-11-07,637,False,3819,565,5,180.8,20067,True,True,True,True,True,False,False,False,False,False,Good,0.924,conda,3.9+,CPU,None,60.9
R00344,deep-lab-forge,fastai,Computer Vision,Face Recognition,niche,229,33,11,1,14,0,0,1,12,Python,Scala|TypeScript,ONNX,MIT,2015-06-27,2022-05-07,2506,False,1808,54,63,276.1,179,False,True,False,True,True,False,False,False,False,False,Excellent,0.791,npm,3.9+,CPU,Hugging Face,44.9
R00345,prompt-core,intel-analytics,AI Safety & Interpretability,Explainability,moderate,1476,105,87,13,135,1,15,11,258,Scala,Julia,CUDA,MIT,2021-06-24,2023-12-16,905,False,1308,22,9,98.7,65,True,True,False,False,False,False,False,False,False,False,Good,0.552,brew,N/A,TPU,Together AI,39.9
R00346,MCS,research-lab-7,Data Engineering,ETL for ML,niche,231,36,8,1,11,0,0,1,18,Go,TypeScript,TensorFlow,MIT,2023-09-16,2025-09-25,740,True,218,21,18,15.9,1349,False,True,False,True,True,False,False,False,False,True,Good,0.744,pip+conda,N/A,CPU+GPU,Multi-cloud,58.2
R00347,net-ml,research-lab-38,Large Language Models,Fine-tuning Tools,niche,232,70,12,2,27,2,47,1,25,Python,Java|Rust,None/Custom,BSD-3-Clause,2022-11-23,2023-10-12,323,False,944,89,2,210.1,291,True,False,False,True,False,True,True,False,False,True,Good,0.756,docker-only,3.9+,Multi-GPU,Modal,31.4
R00348,embedcore,intel-analytics,Natural Language Processing,Question Answering,niche,224,12,8,4,42,0,0,1,54,Java,C,PyTorch,Apache-2.0,2016-09-30,2017-07-02,275,False,1157,149,6,168.3,1625,True,False,False,False,False,False,False,True,False,False,Excellent,0.51,npm,N/A,TPU,Multi-cloud,24.2
R00349,labml,modal-labs,MLOps & Infrastructure,AutoML,moderate,3000,737,83,22,99,6,144,39,1081,Rust,Swift|Mojo|Java,ONNX,Apache-2.0,2024-03-22,2025-10-15,572,True,31511,3463,2,31.2,395,True,True,False,False,False,True,False,False,True,False,Good,0.879,conda,N/A,CPU,Multi-cloud,54.6
R00350,YJG,research-lab-23,Generative AI,GANs,new,15,2,1,8,107,0,0,1,24,R,Zig|Kotlin|Python,PyTorch,MIT,2015-05-13,2018-02-20,1014,False,30,19,8,187.7,1728,True,True,True,True,True,False,False,False,False,True,Good,0.362,conda,N/A,Multi-GPU,Together AI,45.4
R00351,bert-craft,research-lab-10,Data Engineering,Data Cleaning,niche,500,82,20,1,8,0,0,2,12,Python,C++|R,PyTorch,BSD-3-Clause,2024-09-28,2024-11-16,49,False,4694,487,0,105.7,594,False,False,False,False,True,False,False,False,False,False,Good,0.762,source-only,3.9+,CPU+GPU,None,10.1
R00352,pro-bench-ml,weaviate,Data Engineering,Data Augmentation,niche,251,59,11,4,12,0,0,1,10,Python,Swift|C++|Rust,PyTorch,LGPL-3.0,2021-11-05,2025-04-30,1272,False,68,35,91,239.8,1318,False,False,False,False,False,False,False,True,False,False,Excellent,0.593,docker-only,3.11+,Multi-GPU,Modal,23.1
R00353,poly-guard-pulse,research-lab-5,Large Language Models,Fine-tuning Tools,moderate,1633,221,44,40,508,2,23,2,67,Python,Mojo|Scala,MLX,MIT,2020-06-22,2020-10-11,111,False,4252,625,1,373.6,505,True,False,False,True,False,False,False,False,False,False,Average,0.684,pip,3.9+,Multi-GPU,Azure,33.5
R00354,nano-prompt,indie-dev-42,Large Language Models,Multimodal Models,popular,12331,4199,589,118,1269,23,253,68,1521,Python,None,ONNX,Apache-2.0,2024-07-29,2024-10-04,67,False,17736,1343,0,524.5,144,True,True,False,True,True,True,False,True,False,False,Excellent,0.654,brew,3.12+,Apple Silicon,Multi-cloud,65.9
R00355,modelcpp,indie-dev-79,AI Safety & Interpretability,Explainability,niche,334,50,25,6,53,2,37,3,51,Python,Rust|Scala|Kotlin,PyTorch,Unlicense,2016-09-29,2022-02-04,1954,False,504,57,7,215.6,407,False,False,True,True,True,False,False,True,True,True,Good,0.598,brew,3.10+,CPU,Replicate,25.2
R00356,VIF,startup-49,Natural Language Processing,Sentiment Analysis,niche,273,40,11,4,53,1,6,1,19,R,Julia,Triton,Apache-2.0,2019-10-22,2023-09-21,1430,False,624,83,8,91.4,1171,False,False,False,False,False,False,False,False,False,False,Average,0.723,npm,N/A,AMD ROCm,Hugging Face,15.9
R00357,open-infer-core,startup-41,Large Language Models,Alignment & RLHF,popular,13107,2212,313,54,750,26,772,47,225,TypeScript,None,PyTorch,BSD-3-Clause,2018-07-20,2019-11-27,495,False,196239,14745,4,93.2,1039,False,True,False,True,False,False,True,False,True,False,Average,0.487,pip+conda,N/A,AMD ROCm,Multi-cloud,57.0
R00358,ultra-pipe-spark,indie-dev-34,Graph & Geometric ML,Graph Neural Networks,niche,500,109,24,5,11,1,29,2,10,Python,None,JAX,LGPL-3.0,2024-02-16,2025-03-24,402,False,15335,1192,2,175.3,56,False,False,False,False,False,False,False,False,True,False,Good,0.614,npm,3.12+,CUDA GPU,Together AI,9.6
R00359,promptjs,indie-dev-12,Data Engineering,Dataset Management,new,29,4,0,2,21,0,0,1,10,Python,C++|Swift,None/Custom,GPL-3.0,2022-11-15,2023-07-06,233,False,37,34,1,251.4,535,True,True,False,True,False,False,False,False,False,False,Good,0.366,brew,3.10+,CPU,Replicate,40.0
R00360,llmstudio,indie-dev-12,MLOps & Infrastructure,Distributed Training,popular,13581,3317,1056,156,1360,28,228,101,1926,Python,None,None/Custom,Apache-2.0,2018-01-01,2025-06-20,2727,False,14619,1358,24,541.1,1084,True,True,True,True,True,False,False,False,False,False,Missing,0.718,pip+conda,3.9+,TPU,Multi-cloud,84.0
R00361,MBZSN,startup-6,Large Language Models,Evaluation & Benchmarks,niche,500,115,15,3,43,0,0,1,10,Swift,TypeScript|Rust,None/Custom,MIT,2016-12-12,2021-07-20,1681,False,587,24,26,121.4,470,True,False,False,False,False,False,False,True,True,True,Excellent,0.596,npm,N/A,CPU+GPU,AWS,35.4
R00362,RCSMA,research-lab-22,Large Language Models,Alignment & RLHF,viral,71662,21953,4143,984,8472,191,4427,387,7347,Python,None,PyTorch,MIT,2022-01-30,2024-03-03,763,False,136988,20179,6,134.5,1067,True,True,False,True,True,True,True,True,True,False,Poor,0.627,conda,3.11+,CPU,GCP,73.5
